model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent
image features,7,10,0.25,0.05,10,"['image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.480191653726735,59.3126937556445,7.440022492529539,58.994180371656086
image features,7,10,0.25,0.05,10,"['image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.4704058004515534,59.23509877608815,7.49245155714268,59.40990622431453
image features,7,10,0.25,0.05,10,"['image_emotions_surprise', 'image_emotions_happy', 'category_id']",7.4699085209440055,59.23115569701912,7.4813888526499905,59.32218670667929
image features,7,10,0.25,0.05,10,"['image_emotions_surprise', 'category_id']",7.470175873512999,59.233275616104564,7.477296204947592,59.2897348697399
image features,7,10,0.25,0.05,10,['category_id'],7.4656315238381525,59.197242098106614,7.483853726117132,59.34173143118245
image features,7,10,0.25,0.05,20,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.478824105506459,59.3018500536994,7.43200591276493,58.93061449493031
image features,7,10,0.25,0.05,20,"['image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.479331482400608,59.305873197989605,7.436977805308388,58.970038129172245
image features,7,10,0.25,0.05,20,"['image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.47537590163902,59.27450820612861,7.464064105872362,59.184813568719164
image features,7,10,0.25,0.05,20,"['image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.476826821131338,59.286012984013425,7.466148160865816,59.201338668785965
image features,7,10,0.25,0.05,20,"['image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.474506693764922,59.267615994961716,7.461987252799478,59.168345574850846
image features,7,10,0.25,0.05,20,"['image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.473982864572048,59.26346239543706,7.473492189909073,59.259571688171
image features,7,10,0.25,0.05,20,"['image_emotions_surprise', 'image_emotions_happy', 'category_id']",7.469150664914087,59.22514642818027,7.489805601147935,59.38892564188132
image features,7,10,0.25,0.05,20,"['image_emotions_surprise', 'category_id']",7.471132795057046,59.24086333539274,7.460238606112466,59.15448002832011
image features,7,10,0.25,0.05,20,['category_id'],7.480290980023906,59.31348134378646,7.40936486392823,58.751086795892185
image features,7,10,0.25,0.05,30,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.477307574654048,59.28982502356862,7.446289690275308,59.043874871183476
image features,7,10,0.25,0.05,30,"['image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.467776734171638,59.21425211729349,7.5003902866955885,59.472854803251806
image features,7,10,0.25,0.05,30,"['image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.473929170336902,59.26303663766599,7.475431632554445,59.27495011335136
image features,7,10,0.25,0.05,30,"['image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.477979869714145,59.29515585369422,7.447594541895288,59.0542214328914
image features,7,10,0.25,0.05,30,"['image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.467640978691222,59.21317567117976,7.5026262276589275,59.4905842529442
image features,7,10,0.25,0.05,30,"['image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.4634973040908115,59.18031922658924,7.52932636178467,59.70229766243229
image features,7,10,0.25,0.05,30,"['image_emotions_angry', 'image_emotions_happy', 'category_id']",7.4706736182563285,59.237222384168305,7.464899873621275,59.19144062305639
image features,7,10,0.25,0.05,30,"['image_emotions_angry', 'category_id']",7.469481247766133,59.227767719234286,7.473840407375654,59.262332809397805
image features,7,10,0.25,0.05,30,['category_id'],7.46807130926124,59.21658789194826,7.474125669408175,59.26459473801652
image features,7,10,0.25,0.05,50,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.471941745895285,59.247277750364034,7.469401849491491,59.227138146388214
image features,7,10,0.25,0.05,50,"['image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.468938230031178,59.22346196797706,7.492070353072113,59.406883542364305
image features,7,10,0.25,0.05,50,"['image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.480480708310484,59.31498575654478,7.434287543852576,58.94870623538692
image features,7,10,0.25,0.05,50,"['image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.469798854772361,59.23028612089658,7.499922000806123,59.46914162331769
image features,7,10,0.25,0.05,50,"['image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.473750556174185,59.261620352144966,7.4634687927177765,59.18009315132063
image features,7,10,0.25,0.05,50,"['image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.478180694154448,59.296748251199226,7.445621570707772,59.03857714979666
image features,7,10,0.25,0.05,50,"['image_emotions_angry', 'image_emotions_happy', 'category_id']",7.474179807023398,59.26502401148183,7.459893522291095,59.15174375471049
image features,7,10,0.25,0.05,50,"['image_emotions_angry', 'category_id']",7.466736647793589,59.20600495897504,7.493455796599584,59.41786914159286
image features,7,10,0.25,0.05,50,['category_id'],7.476551778048684,59.28383208452765,7.426577147980737,58.887568183014515
image features,7,10,0.25,0.05,100,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.481388133614237,59.32218100522812,7.415978575943071,58.80352891148007
image features,7,10,0.25,0.05,100,"['image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.466699760753879,59.20571247052138,7.5059835243146855,59.51720526983895
image features,7,10,0.25,0.05,100,"['image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.472246634586287,59.24969530467229,7.478401342935257,59.2984978418741
image features,7,10,0.25,0.05,100,"['image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.47834773169784,59.298072742217045,7.449754982770205,59.07135221963098
image features,7,10,0.25,0.05,100,"['image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.477239186459294,59.28928275296384,7.444553826532052,59.030110684465875
image features,7,10,0.25,0.05,100,"['image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",7.474625343122085,59.26855680146929,7.462058402464619,59.16890974198648
image features,7,10,0.25,0.05,100,"['image_emotions_angry', 'image_emotions_happy', 'category_id']",7.471836371394357,59.24644220419189,7.4674181180779104,59.21140854221844
image features,7,10,0.25,0.05,100,"['image_emotions_angry', 'category_id']",7.4737286122780135,59.2614463523795,7.449217991555086,59.06709425446561
image features,7,10,0.25,0.05,100,['category_id'],7.4661147796389145,59.20107397897853,7.477113633374734,59.288287204721314
image features,7,10,0.25,0.1,5,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.581907326478706,36.331323935634465,4.585484934487028,36.35969186763386
image features,7,10,0.25,0.1,5,"['image_amount_of_faces', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.584849924876121,36.35465668507075,4.615192939457019,36.59525559145882
image features,7,10,0.25,0.1,5,"['image_amount_of_faces', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.5987023087799,36.46449641141801,4.52199536238942,35.85626391808044
image features,7,10,0.25,0.1,5,"['image_amount_of_faces', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.591428893624154,36.40682331082633,4.595559774717091,36.43957831184082
image features,7,10,0.25,0.1,5,"['image_amount_of_faces', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.58766210529975,36.37695531109181,4.579299201627655,36.31064332773991
image features,7,10,0.25,0.1,5,"['image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.589636553589697,36.39261130657685,4.568287050089622,36.22332465971612
image features,7,10,0.25,0.1,5,"['image_emotions_surprise', 'image_emotions_happy', 'category_id']",4.58005354398482,36.316624735608684,4.576769504652404,36.29058459810658
image features,7,10,0.25,0.1,5,"['image_emotions_surprise', 'category_id']",4.578091758433397,36.30106914679327,4.584148578111956,36.34909549522896
image features,7,10,0.25,0.1,5,['category_id'],4.574010160559057,36.26870492727039,4.581475620069577,36.32790080542306
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.58190445481972,36.331301165385014,4.570215067289839,36.23861248909883
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.587743140651041,36.37759786481195,4.571753200505811,36.25080881088009
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.592691232715054,36.41683277788017,4.585357352915854,36.358680234909706
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.586572333773563,36.36831418426131,4.648675734366986,36.86075076223944
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.5818708370136685,36.331034599670204,4.61904002608399,36.62576030063206
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.590856785314374,36.40228689163497,4.5551585083618775,36.1192244961103
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'image_emotions_happy', 'category_id']",4.576563563186217,36.28895162616134,4.6137321829128455,36.58367281262548
image features,7,10,0.25,0.1,10,"['image_amount_of_faces', 'category_id']",4.581796338027091,36.33044387475558,4.55503218855714,36.118222868312436
image features,7,10,0.25,0.1,10,['category_id'],4.576330137843829,36.287100726279526,4.549616979987751,36.07528404770894
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.578822557848316,36.30686387557836,4.6011201472303025,36.4836681810996
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.584553899860779,36.35230941351786,4.587629527598288,36.376696992679726
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.585864603002552,36.362702373705424,4.609777184490618,36.55231243830877
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.591485205078596,36.4072698213179,4.604921820217161,36.513812791835115
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.590628809391289,36.40047920184097,4.5581133283178445,36.142654153967264
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.588642528861066,36.384729384957176,4.585580452241436,36.360449256692554
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'image_emotions_happy', 'category_id']",4.578818183233372,36.3068291879382,4.59708020658838,36.45163427432584
image features,7,10,0.25,0.1,20,"['image_amount_of_faces', 'category_id']",4.5829198740425765,36.33935273039656,4.572321998881972,36.25531898461034
image features,7,10,0.25,0.1,20,['category_id'],4.577139592506956,36.29351913623019,4.570764085924,36.2429658232942
image features,7,10,0.25,0.1,30,"['image_amount_of_faces', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4.581046199992642,36.3244958042286,4.606730237805083,36.52815227985095
