model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent

total features,7,10,0.25,0.01,5,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105985625968149,88.06270678364936,11.088635683933362,87.9251338649027

total features,7,10,0.25,0.01,5,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.091916469712956,87.95114820400403,11.137095623455577,88.3093873286313

total features,7,10,0.25,0.01,5,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.104780053287975,88.05314743457255,11.093792861235134,87.96602667782831

total features,7,10,0.25,0.01,5,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.106052460515752,88.06323673491768,11.089910468062232,87.93524201241289

total features,7,10,0.25,0.01,5,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102448253791499,88.03465789368424,11.101230976316625,88.02500573376307

total features,7,10,0.25,0.01,5,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102021469489157,88.0312737923408,11.103526729640317,88.04320945368497

total features,7,10,0.25,0.01,5,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.096591986236481,87.9882217834719,11.122628586297472,88.19467383140658

total features,7,10,0.25,0.01,5,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.0950496586557,87.9759922033081,11.127264231222739,88.23143125695667

total features,7,10,0.25,0.01,5,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.104440501252174,88.05045502415771,11.095098550888693,87.97637988455703

total features,7,10,0.25,0.01,5,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.099381424748675,88.01034008202397,11.112430507569204,88.1138101920098

total features,7,10,0.25,0.01,5,"['title_length', 'image_emotions_happy', 'category_id']",11.10280180323482,88.0374612937614,11.099074863815618,88.00790926800457

total features,7,10,0.25,0.01,5,"['title_length', 'category_id']",11.104643818112207,88.05206718480984,11.093067344069798,87.96027383359196

total features,7,10,0.25,0.01,5,['category_id'],11.09453073960647,87.97187753779207,11.127649846474087,88.2344889164886

total features,7,10,0.25,0.01,10,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.089003172801805,87.92804779488226,11.145828138536583,88.37863007222573

total features,7,10,0.25,0.01,10,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09808902145942,88.00009222688165,11.115881822069376,88.1411767047249

total features,7,10,0.25,0.01,10,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10568345173245,88.0603107530752,11.090403216446587,87.93914916284068

total features,7,10,0.25,0.01,10,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.117323727100075,88.15261000422707,11.050290917255182,87.62108665483137

total features,7,10,0.25,0.01,10,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.110158091597516,88.09579152098456,11.074598923448871,87.81383216108564

total features,7,10,0.25,0.01,10,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09496610130435,87.9753296518895,11.126330757022254,88.22402945872138

total features,7,10,0.25,0.01,10,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100210173918967,88.0169114839363,11.108651140815274,88.08384245411709

total features,7,10,0.25,0.01,10,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.101460391626212,88.02682483688639,11.105280910772743,88.05711888450118

total features,7,10,0.25,0.01,10,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10844116559654,88.08217749733235,11.081119177554621,87.8655332207491

total features,7,10,0.25,0.01,10,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.099386023007614,88.01037654300478,11.111530899283983,88.10667692682203

total features,7,10,0.25,0.01,10,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.093073757604795,87.96032468844365,11.133956899369872,88.2844994395107

total features,7,10,0.25,0.01,10,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.113556667372128,88.12273985245204,11.06446012785901,87.7334385955581

total features,7,10,0.25,0.01,10,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100732512682493,88.0210532653975,11.108514674792568,88.08276037389943

total features,7,10,0.25,0.01,10,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09576815294112,87.98168936101331,11.12428721417299,88.20782559165407

total features,7,10,0.25,0.01,10,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102200938300097,88.03269685462513,11.102334218664305,88.03375367479657

total features,7,10,0.25,0.01,10,"['title_length', 'image_emotions_happy', 'category_id']",11.109900453092138,88.09374862763684,11.075706791348953,87.82261677951806

total features,7,10,0.25,0.01,10,"['title_length', 'category_id']",11.097896683423404,87.99856712063358,11.116427479362066,88.14550338583082

total features,7,10,0.25,0.01,10,['category_id'],11.09631401139097,87.98601763715496,11.120466727262706,88.1775317996502

total features,7,10,0.25,0.01,20,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102288474604954,88.03339095636515,11.100494013213275,88.01916213123499

total features,7,10,0.25,0.01,20,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.094465677426593,87.97136164016153,11.128161963486038,88.23854964660129

total features,7,10,0.25,0.01,20,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.099715756009523,88.01299109534096,11.110556903878509,88.09895382374144

total features,7,10,0.25,0.01,20,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105223605448565,88.05666449331699,11.09175871003193,87.94989727995278

total features,7,10,0.25,0.01,20,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09660522260352,87.98832673861487,11.12092124336813,88.18113579481717

total features,7,10,0.25,0.01,20,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097075402887985,87.99205493977783,11.118794648040462,88.16427337962098

total features,7,10,0.25,0.01,20,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10419588881293,88.04851541841371,11.095464372418023,87.97928059370231

total features,7,10,0.25,0.01,20,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.089121934572228,87.92898949274844,11.147252237098673,88.38992217887235

total features,7,10,0.25,0.01,20,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102395275657912,88.03423781409822,11.102027679267302,88.03132303154301

total features,7,10,0.25,0.01,20,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.11273474940337,88.11622261719525,11.065654270393006,87.74290731156141

total features,7,10,0.25,0.01,20,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102850710342764,88.03784909295828,11.10059849152562,88.0199905712578

total features,7,10,0.25,0.01,20,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.096503707210418,87.98752179247163,11.12228369180141,88.19193905901439

total features,7,10,0.25,0.01,20,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.107510776280124,88.07480016007247,11.084746137253537,87.8942924771752

total features,7,10,0.25,0.01,20,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.108229852712336,88.08050193379499,11.082187724276007,87.8740060497063

total features,7,10,0.25,0.01,20,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097998181711601,87.9993719311469,11.116293946537112,88.14444456382205

total features,7,10,0.25,0.01,20,"['title_length', 'image_emotions_happy', 'category_id']",11.105338222180578,88.05757332392452,11.090411198101595,87.93921245178848

total features,7,10,0.25,0.01,20,"['title_length', 'category_id']",11.10534386406557,88.05761806013079,11.0904384543078,87.93942857446105

total features,7,10,0.25,0.01,20,['category_id'],11.103454944575711,88.04264024827549,11.096179166158972,87.98494840867524

total features,7,10,0.25,0.01,30,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.091566030988666,87.94836946975548,11.137571236823057,88.3131586103467

total features,7,10,0.25,0.01,30,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105729617246563,88.06067681334845,11.090439824359104,87.93943943801071

total features,7,10,0.25,0.01,30,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.096929886699831,87.99090109807109,11.119705140761605,88.17149295078116

total features,7,10,0.25,0.01,30,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09820510818391,88.0010127135025,11.116119329094882,88.14305996950218

total features,7,10,0.25,0.01,30,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105000002504418,88.05489147819077,11.09270131650309,87.95737149071422

total features,7,10,0.25,0.01,30,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097478766492243,87.9952533313484,11.116920070314528,88.1494092879337

total features,7,10,0.25,0.01,30,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100752326815314,88.02121037762758,11.107311090911134,88.07321679460716

total features,7,10,0.25,0.01,30,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10647043851206,88.06655100840683,11.087917236774443,87.91943708087774

total features,7,10,0.25,0.01,30,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.108290791464485,88.08098513552449,11.081047303763448,87.86496331179994

total features,7,10,0.25,0.01,30,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.109887118663217,88.09364289493162,11.076025769663785,87.82514605469952

total features,7,10,0.25,0.01,30,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.108798651574064,88.08501211137546,11.079293985591818,87.85106072365993

total features,7,10,0.25,0.01,30,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.1055045702937,88.05889234824198,11.091430155875884,87.94729207504068

total features,7,10,0.25,0.01,30,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.087476214723013,87.91594008413131,11.152677555233137,88.43294116126383

total features,7,10,0.25,0.01,30,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10980221001101,88.09296962864131,11.076351764403054,87.8277309652247

total features,7,10,0.25,0.01,30,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.090625899295098,87.94091488225132,11.141510974487359,88.34439797751504

total features,7,10,0.25,0.01,30,"['title_length', 'image_emotions_happy', 'category_id']",11.105028917583814,88.05512075456878,11.092915234274715,87.9590677091889

total features,7,10,0.25,0.01,30,"['title_length', 'category_id']",11.102324154878213,88.03367387600396,11.101412604130887,88.02644591543535

total features,7,10,0.25,0.01,30,['category_id'],11.101484647088764,88.02701716575827,11.103089968452949,88.03974624261365

total features,7,10,0.25,0.01,50,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.101306602435207,88.025605396047,11.10346675866911,88.0427339257822

total features,7,10,0.25,0.01,50,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10863607268393,88.08372297436293,11.080063121916487,87.85715943735514

total features,7,10,0.25,0.01,50,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10700020726862,88.07075170452181,11.085106542868617,87.8971502419043

total features,7,10,0.25,0.01,50,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097576253828313,87.9960263378136,11.117896679823119,88.15715311902564

total features,7,10,0.25,0.01,50,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.095341513462117,87.97830640801776,11.125225653419422,88.21526675923488

total features,7,10,0.25,0.01,50,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.112811125134295,88.11682822338136,11.064858765976592,87.7365995173208

total features,7,10,0.25,0.01,50,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09244077241926,87.95530555815937,11.135395587232987,88.29590722912158

total features,7,10,0.25,0.01,50,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10228004209313,88.03332409243778,11.102383069956552,88.034141031414

total features,7,10,0.25,0.01,50,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102854560107238,88.0378796189009,11.099208970192223,88.0089726378772

total features,7,10,0.25,0.01,50,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.094913110367742,87.97490947078447,11.126973049838632,88.22912239201544

total features,7,10,0.25,0.01,50,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.095741807788103,87.981480462356,11.124164666266916,88.20685387237737

total features,7,10,0.25,0.01,50,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.101835706673109,88.0298008229933,11.103627984775889,88.04401233616784

total features,7,10,0.25,0.01,50,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.106205790681598,88.06445253600826,11.089463774091698,87.93170004131062

total features,7,10,0.25,0.01,50,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09447906635002,87.9714678049701,11.12908619767752,88.24587817802073

total features,7,10,0.25,0.01,50,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.101880203848951,88.03015365450963,11.103333275650085,88.04167549869963

total features,7,10,0.25,0.01,50,"['title_length', 'image_emotions_happy', 'category_id']",11.098428033611047,88.00278035639218,11.114199520978275,88.12783723241718

total features,7,10,0.25,0.01,50,"['title_length', 'category_id']",11.09719919705562,87.993036541038,11.118591720881767,88.1626643090282

total features,7,10,0.25,0.01,50,['category_id'],11.102975953403512,88.03884218292858,11.096786149188391,87.98976136002801

total features,7,10,0.25,0.01,100,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.104188812947717,88.04845931174616,11.094268748069721,87.96980012794683

total features,7,10,0.25,0.01,100,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.11087163139236,88.10144939304095,11.072894425502888,87.80031668322663

total features,7,10,0.25,0.01,100,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.099993234552166,88.0151913063229,11.108333822568946,88.08132634211906

total features,7,10,0.25,0.01,100,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.107616155041097,88.07563574002378,11.083525357617082,87.88461254755947

