model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent
total_features,3,10,0.25,0.01,20,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.101431102211427,88.02659259229027,11.102314685311615,88.03359878895678
total_features,3,10,0.25,0.01,20,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.099598315287206,88.01205987246331,11.110595969814227,88.09926358931816
total_features,3,10,0.25,0.01,20,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.11139519945377,88.10560092197554,11.069724654957465,87.77518261737114
total_features,3,10,0.25,0.01,20,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.092584279450795,87.95644346865781,11.134777882508354,88.29100926221652
total_features,3,10,0.25,0.01,20,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.099024511288071,88.00751000764006,11.112650380103906,88.11555362759538
total_features,3,10,0.25,0.01,20,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.103579078016836,88.04362453973741,11.096908962830357,87.99073518640468
total_features,3,10,0.25,0.01,20,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102859684035876,88.03792024807517,11.100284820202653,88.01750337681408
total_features,3,10,0.25,0.01,20,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.091480789457414,87.94769356396691,11.13920966586784,88.32615020797844
total_features,3,10,0.25,0.01,20,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.110666941451097,88.09982634481399,11.073587185515903,87.80580978613095
total_features,3,10,0.25,0.01,20,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.107482344339568,88.07457471464791,11.083609734498616,87.88528159727987
total_features,3,10,0.25,0.01,20,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.098974367781436,88.00711240466535,11.113865679491274,88.12519010266463
total_features,3,10,0.25,0.01,20,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102543910360813,88.03541638344814,11.101589531479535,88.0278488256993
total_features,3,10,0.25,0.01,20,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.093666617183409,87.96502565069893,11.132304519435571,88.2713972210719
total_features,3,10,0.25,0.01,20,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102514018247524,88.03517935987398,11.101628002384064,88.02815387309438
total_features,3,10,0.25,0.01,20,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097470470749924,87.99518755190765,11.118230528599325,88.1598003065765
total_features,3,10,0.25,0.01,20,"['title_length', 'image_emotions_happy', 'category_id']",11.099393658866628,88.01043709003194,11.111069921717723,88.10302169678495
total_features,3,10,0.25,0.01,20,"['title_length', 'category_id']",11.10289772312562,88.03822187148072,11.098929360824485,88.00675553094098
total_features,3,10,0.25,0.01,20,['category_id'],11.122697382297673,88.19521933562362,11.030125165058537,87.46118632877544
total_features,3,10,0.25,0.01,30,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09739071212817,87.99455512176075,11.117550865061174,88.15441104956795
total_features,3,10,0.25,0.01,30,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102688466185816,88.03656261014606,11.10043870413695,88.01872356890158
total_features,3,10,0.25,0.01,30,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.098283005337091,88.00163038350415,11.115751041241491,88.14013970413019
total_features,3,10,0.25,0.01,30,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097985612899514,87.99927226924828,11.11654376901191,88.14642548150798
total_features,3,10,0.25,0.01,30,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.108180098296668,88.08010741603981,11.081364821566769,87.8674810061455
total_features,3,10,0.25,0.01,30,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10860809457478,88.08350112750436,11.07864554498389,87.84591904267404
total_features,3,10,0.25,0.01,30,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.094907936219935,87.9748684434073,11.126998608637114,88.22932505543068
total_features,3,10,0.25,0.01,30,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.096590797807803,87.98821236006278,11.12240020772612,88.19286294889312
total_features,3,10,0.25,0.01,30,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097193016168118,87.99298753091841,11.119727474006783,88.17167003781223
total_features,3,10,0.25,0.01,30,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09950719146891,88.01133732424813,11.111264827463144,88.10456716317465
total_features,3,10,0.25,0.01,30,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10964335626934,88.09171002945351,11.077249863844528,87.83485226633573
total_features,3,10,0.25,0.01,30,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.11096346254785,88.10217754994588,11.071899249157234,87.79242563008854
total_features,3,10,0.25,0.01,30,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10050396460234,88.0192410387977,11.1084112754825,88.08194048961082
total_features,3,10,0.25,0.01,30,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.095212478003386,87.97728324698103,11.126058067733377,88.22186722317578
total_features,3,10,0.25,0.01,30,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.104771970018044,88.05308333988941,11.093627090614701,87.96471223262442
total_features,3,10,0.25,0.01,30,"['title_length', 'image_emotions_happy', 'category_id']",11.097112180636687,87.99234656163014,11.118831736954293,88.16456746879538
total_features,3,10,0.25,0.01,30,"['title_length', 'category_id']",11.107219727306097,88.07249234505066,11.08422828447149,87.89018626641295
total_features,3,10,0.25,0.01,30,['category_id'],11.098503780716241,88.00338097801543,11.112767282125366,88.1164805789516
total_features,3,10,0.25,0.01,50,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097373219086343,87.99441641416063,11.117473003307923,88.15379366026302
total_features,3,10,0.25,0.01,50,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10401818180026,88.0471063259588,11.095379406654352,87.97860687455798
total_features,3,10,0.25,0.01,50,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.101649683797254,88.02832579155321,11.10393952246701,88.04648261240169
total_features,3,10,0.25,0.01,50,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105230154290753,88.05671642106017,11.091552615022772,87.94826309051905
total_features,3,10,0.25,0.01,50,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.110847196555524,88.10125564185633,11.07276680461343,87.79930473873594
total_features,3,10,0.25,0.01,50,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.089236052252922,87.92989436622769,11.145636312446548,88.37710902535163
total_features,3,10,0.25,0.01,50,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.101298126801202,88.02553819019087,11.105599455349779,88.05964472044495
total_features,3,10,0.25,0.01,50,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.096915080176723,87.99078369268746,11.12054833101668,88.1781788604065
total_features,3,10,0.25,0.01,50,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.106522422189183,88.06696320264787,11.087247873556713,87.91412949821378
total_features,3,10,0.25,0.01,50,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.103467020811603,88.04273600438903,11.097420165335004,87.99478866511336
total_features,3,10,0.25,0.01,50,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102911809837918,88.03833356926752,11.099989404972055,88.01516094042817
total_features,3,10,0.25,0.01,50,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102261351129922,88.03317588615803,11.101979523611066,88.03094119083316
total_features,3,10,0.25,0.01,50,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.108801175513488,88.08503212445173,11.080675103441832,87.86201202328839
total_features,3,10,0.25,0.01,50,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.103683822963122,88.04445509398109,11.09674674149548,87.98944888455553
total_features,3,10,0.25,0.01,50,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.103177055708187,88.04043678370391,11.098960796899727,88.00700479705473
total_features,3,10,0.25,0.01,50,"['title_length', 'image_emotions_happy', 'category_id']",11.08844641176348,87.92363306883111,11.148432273273247,88.3992790413009
total_features,3,10,0.25,0.01,50,"['title_length', 'category_id']",11.100335340936835,88.01790397093968,11.107932632198915,88.07814518277756
total_features,3,10,0.25,0.01,50,['category_id'],11.111108395459391,88.10332676667659,11.070026716938084,87.77757775784094
total_features,3,10,0.25,0.01,100,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.104713956657193,88.05262333446906,11.092614190612968,87.95668064327631
total_features,3,10,0.25,0.01,100,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.098418388519953,88.00270387755836,11.114390796821292,88.12935391621687
total_features,3,10,0.25,0.01,100,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10618822381962,88.06431324306593,11.08867290586225,87.92542900879357
total_features,3,10,0.25,0.01,100,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105000429510227,88.0548948640485,11.092926567119434,87.95915757072981
