model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5133226.13708372,366.2191794829107,5390362.476127519,384.5640286255511
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5330168.187456623,380.26959420596467,5094815.362710698,363.47884389306205
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5520482.0741284145,393.8471365857249,4377713.0927244555,312.3186966666452
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5230151.24220764,373.13409644192524,5441186.324311344,388.1899487551128
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5210006.658729711,371.6969236707869,5666412.933402917,404.25826559456806
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5188325.301990243,370.1501130563386,5694452.266224053,406.2586725871263
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5473407.7173399655,390.4887160023789,4701015.976970508,335.38405826014645
all features,7,10,0.25,0.01,10,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5166455.160417445,368.5898339865926,5705077.968667562,407.01674089083485
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5256713.334664107,375.0291128399916,5634885.295199375,402.00899282037176
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5499856.3982293,392.3756412916669,5020464.721671991,358.1744544062018
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5617217.424904072,400.7485159214459,4538015.758470516,323.7551518608435
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5183344.307272327,369.794754506006,6028142.232447784,430.06507861106996
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5431601.306791289,387.5061259197686,5323541.865950103,379.7968532901541
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5718731.162296035,407.99079916031553,4182585.623535365,298.3977394064994
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5269366.952337572,375.93185847365646,5665901.060691668,404.22174711684914
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_emotions_happy', 'category_id']",5447504.738655355,388.6407226845878,5167295.436274026,368.6497816932626
all features,7,10,0.25,0.01,10,"['title_sentiment', 'image_emotions_happy']",5590880.177436186,398.8695406143095,4598219.432688807,328.0502558724904
all features,7,10,0.25,0.01,10,['image_emotions_happy'],5317449.529596934,379.3622084175518,5708981.218749214,407.29521002584767
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5430857.929366144,387.45309122707977,4564819.167923634,325.66738451047354
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5302078.267294236,378.2655781663647,5159474.373943729,368.09180451618204
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5275761.156260911,376.3880394506321,5241375.4942666935,373.93486700406356
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5159938.700937497,368.1249309450844,5698809.006511267,406.5694950232698
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5450799.890872469,388.87580836150846,4824799.275341522,344.2151163028913
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5305053.57527216,378.47784523141996,5275951.899253961,376.4016476067003
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5280257.163665317,376.7087976051766,5363465.683064561,382.645133719465
all features,7,10,0.25,0.01,20,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5290977.519547676,377.47361875861066,5343932.813178494,381.25160236284995
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5239556.631634858,373.8051040902868,5619553.492900934,400.915177759865
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5337669.480125644,380.80475809178375,5451679.126644009,388.9385355810437
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5426977.18072954,387.17622741015,5238440.249291021,373.72545814930726
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5462551.625278627,389.71421103787463,5207687.336067125,371.5314564928825
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5416584.038083525,386.4347505941228,5361224.057035363,382.48520964380623
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5499572.563520711,392.3553917037251,5057844.942849224,360.84126735440225
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5518025.552063395,393.67188120616277,4956953.659445927,353.64339178098663
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_emotions_happy', 'category_id']",5327547.978087407,380.0826609013249,5467160.38318446,390.04301313886066
all features,7,10,0.25,0.01,20,"['title_sentiment', 'image_emotions_happy']",5400233.07378549,385.2682255728069,5269197.39882091,375.91976203603764
all features,7,10,0.25,0.01,20,['image_emotions_happy'],5270554.317237044,376.0165685151818,5884609.527785727,419.8250408791331
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5238218.191754042,373.70961592322584,5148365.49897798,367.2992652891363
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4927279.0845976565,351.5263218989628,6188335.343706094,441.49371787167377
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5168670.531382045,368.7478849501075,5438976.1778465,388.032270522501
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5272706.602146612,376.17011873731235,5405733.381476354,385.66063341061863
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5484025.739422268,391.246236366935,4806174.103099869,342.88634271803204
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5328729.392330302,380.1669464058222,5312793.252676276,379.0300161727937
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5401287.029354855,385.34341780738157,4997462.923732356,356.53343970255764
all features,7,10,0.25,0.01,30,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5458683.143212701,389.43822235352803,4864380.316032665,347.03894207208396
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5312812.475259093,379.0313875673746,5456457.614577782,389.279446712473
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5176788.126712294,369.3270176479137,5957537.6169113675,425.0279414036017
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5248530.947082563,374.4453576758315,5701952.278178971,406.7937451031021
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5462009.048575295,389.6755020486748,5200642.423906874,371.0288521107732
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5313450.234453962,379.07688715044685,5697693.617028889,406.4899199158944
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5354542.596047176,382.00853491810807,5527007.62365779,394.31268813761517
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5487218.783309015,391.4740373406364,5036550.668109766,359.3220722878864
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_emotions_happy', 'category_id']",5463107.777342409,389.7538885325002,5141549.696306512,366.813006239719
all features,7,10,0.25,0.01,30,"['title_sentiment', 'image_emotions_happy']",5476014.52821137,390.67469341948436,4994988.959398811,356.3569399411784
all features,7,10,0.25,0.01,30,['image_emotions_happy'],5529778.925702107,394.5104008301142,5042825.869893735,359.76976330851227
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5133697.608456712,366.2528156124627,5481154.643197285,391.0414040693407
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5363071.814563997,382.6170340029809,5016266.367470039,357.8749316908649
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5461877.562328401,389.66612144003517,4555348.178010015,324.99169673393084
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5259168.933451839,375.2043023502852,5333073.990323396,380.47690257563124
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5316489.709313804,379.2937320661985,5418095.546381488,386.5425859619557
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5398141.119529391,385.11897951375454,5004661.0448857425,357.04697445676766
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5238555.169973589,373.7336569227397,5366443.406133167,382.8575730840654
all features,7,10,0.25,0.01,50,"['title_sentiment', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5173657.874508406,369.10369641423546,5798900.486336086,413.7103102992357
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5165848.455917721,368.54654993517073,5882605.051886599,419.6820357787405
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5127505.762950454,365.8110714694558,6126871.840350894,437.10873401049633
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5392961.2826971505,384.74943499264833,5108259.779154219,364.4380073951341
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5334438.999132788,380.5742862467988,5606086.7972406335,399.95442479411645
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5649281.044647057,403.0360271668007,4534583.443340181,323.510280585511
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5493165.58910884,391.89829964321115,5075629.649295622,362.1100796818179
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5170269.970602675,368.86199356394405,5972089.083710421,426.0660850756531
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_emotions_happy', 'category_id']",5366652.777888319,382.87251026982943,5463970.259260394,389.8154204837309
all features,7,10,0.25,0.01,50,"['title_sentiment', 'image_emotions_happy']",5419826.576909335,386.6660826797387,5196667.14190212,370.74524401030845
all features,7,10,0.25,0.01,50,['image_emotions_happy'],5362221.106866042,382.5563420586159,5603878.071498137,399.7968479199405
all features,7,10,0.25,0.01,100,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4893053.443739934,349.08456582247857,6187303.115102156,441.42007570156915
all features,7,10,0.25,0.01,100,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5317404.3607649775,379.3589859426139,5011758.336799837,357.5533157618103
all features,7,10,0.25,0.01,100,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",5307117.3001576,378.6250773256316,5155241.231467989,367.7897999049103
